 -0.137 -0.049 2450256.55099537 345.58 PE
 -0.119 -0.057 2450256.55334491 345.58 PE
 -0.107 -0.060 2450256.55458333 345.59 PE
 -0.114 -0.072 2450256.55596065 345.59 PE
 -0.710 -0.151 2450259.56603009 352.31 PE
 -0.757 -0.172 2450259.56921296 352.31 PE
 -0.706 -0.166 2450259.57179398 352.32 PE
 -0.710 -0.172 2450259.57437500 352.33 PE
 -0.108 -0.011 2450260.59775463 354.64 PE
 -0.137 -0.023 2450260.60706019 354.66 PE
 -0.021 -0.007 2450260.60964120 354.67 PE
 -0.072 -0.024 2450260.61222222 354.68 PE
  0.030 -0.037 2450289.51206782  56.87 PE
  0.054 -0.017 2450289.51308102  56.87 PE
  0.055 -0.022 2450289.51368241  56.87 PE
  0.033  0.004 2450289.51428438  56.87 PE
  0.057 -0.005 2450289.51488646  56.87 PE
  0.030  0.012 2450289.51548773  56.88 PE
  0.037 -0.022 2450289.51608981  56.88 PE
  0.055 -0.022 2450289.51669178  56.88 PE
  0.037 -0.032 2450289.51729387  56.88 PE
  0.054 -0.004 2450289.51789525  56.88 PE
  0.030 -0.012 2450289.51849722  56.88 PE
  0.033 -0.020 2450289.51908785  56.88 PE
  0.025 -0.001 2450289.52071968  56.89 PE
  0.106 -0.026 2450291.58577778  61.08 PE
  0.094 -0.006 2450291.58637917  61.08 PE
  0.095  0.001 2450291.58698183  61.08 PE
  0.098 -0.004 2450291.58758380  61.08 PE
  0.113 -0.022 2450291.58999063  61.08 PE
  0.099 -0.024 2450291.59059271  61.09 PE
  0.085 -0.048 2450358.42094144 150.77 PE
  0.023 -0.039 2450358.44318750 150.80 PE
 -0.012 -0.037 2450358.44380035 150.80 PE
 -0.011 -0.119 2450674.59410880 204.15 PE
 -0.066 -0.132 2450674.59525463 204.15 PE
 -0.118 -0.178 2450674.70431713 204.26 PE
 -0.152 -0.229 2450674.70685185 204.27 PE
  0.138 -0.040 2450675.59714120 205.21 PE
  0.060 -0.185 2450675.59968750 205.21 PE
  0.138 -0.042 2450675.69612268 205.32 PE
  0.108 -0.077 2450675.69866898 205.32 PE
 -0.060 -0.001 2453464.60203148 131.19 BC
  0.043  0.018 2453464.60325891 131.19 BC
 -0.009 -0.011 2453464.60694965 131.20 BC
